model,task_id,role,level,score_type,question,scoring_criteria,model_answer,score,score_method,score_reason,hard_score,judge_score,final_cap,hard_detail,judge_reason,latency_s,output_tokens,tok_s,peak_vram_gib,error
phi-4-Q4_K_L,P01,PPT,1,judge,주제 '공장 설비 예지보전 AI 도입'으로 경영진 보고용 6장 PPT의 슬라이드 제목과 각 장의 핵심 메시지 1줄씩 작성하라. 표지 포함 총 6장이다.,정확히 6장 구성 / 문제→근거→대안/계획→결정의 흐름 / 각 슬라이드 메시지가 한 가지로 명확 / 경영진 관점 / 중복 최소화,"**슬라이드 1: 표지**

- **제목:** 공장 설비 예지보전 AI 도입
- **핵심 메시지:** 공장의 미래를 혁신하는 AI 기술 소개

---

**슬라이드 2: 서론**

- **제목:** AI 기반 예지보전의 필요성
- **핵심 메시지:** 설비 고장 방지와 효율적 운영을 위한 AI 도입의 중요성

---

**슬라이드 3: 현재 상황 분석**

- **제목:** 기존 설비 관리 시스템 평가
- **핵심 메시지:** 현재 운영에서 발생하는 문제점과 AI 도입의 필요성

---

**슬라이드 4: AI 기반 예지보전 솔루션**

- **제목:** 제안된 AI 기술 및 구현 방법
- **핵심 메시지:** 실시간 모니터링과 데이터 분석을 통한 설비 관리 최적화

---

**슬라이드 5: 예상 결과와 이점**

- **제목:** AI 도입으로 기대되는 변화
- **핵심 메시지:** 고장률 감소, 운영 효율성 증가 및 비용 절감

---

**슬라이드 6: 실행 계획과 예산**

- **제목:** 구현 일정 및 예산 배분
- **핵심 메시지:** 단계별 도입 계획과 필요한 자원 확보 전략

--- 

각 슬라이드는 경영진에게 명확하고 간결한 정보를 제공하여 AI 기반 예지보전의 중요성을 설득하는 데 초점을 맞추었습니다.",97.25,hybrid,Hybrid: 자동검증 100.0점 × 45% + Judge 95.0점 × 55%. Judge: 6장 구성 및 문제→근거→대안→결정 흐름 준수. 각 슬라이드 메시지가 명확하고 경영진 관점에서 적절함. 다만 '현재 상황 분석'의 핵심 메시지가 약간 모호해 추가 구체성이 필요할 수 있음.,100.0,95.0,,"- PASS: 표지 포함 총 6장 → 6장 (표지 0 + explicit 번호 슬라이드 6, 요구 6)",6장 구성 및 문제→근거→대안→결정 흐름 준수. 각 슬라이드 메시지가 명확하고 경영진 관점에서 적절함. 다만 '현재 상황 분석'의 핵심 메시지가 약간 모호해 추가 구체성이 필요할 수 있음.,6.41682500000752,506,78.85519707946017,9.4580078125,
phi-4-Q4_K_L,P02,PPT,1,judge,"다음 수치를 1장의 슬라이드로 표현하려 한다.
2024 불량률 5.2%, 2025 4.8%, 2026 파일럿 3.1%.
슬라이드 제목, 추천 차트 유형, 차트에서 강조할 한 문장, 하단 주석을 작성하라. 2026은 전체 공장이 아니라 파일럿 라인이라는 점을 숨기지 마라.",추세 비교에 적절한 차트 / 3.1%가 파일럿임을 명확히 표시 / 제목이 메시지형 / 과도한 인과 주장 없음 / 한 장에 맞는 정보량,"**슬라이드 제목:**  
""예상된 불량률 추세""

**추천 차트 유형:**  
선 그래프

**차트에서 강조할 한 문장:**  
""2026년 파일럿 라인의 예상 불량률은 3.1%로, 이전 연도에 비해 가장 낮은 수치를 기록합니다.""

**하단 주석:**  
""*참고: 2026년 데이터는 전체 공장이 아닌 파일럿 라인을 대상으로 합니다.*""",80.0,hybrid,"Hybrid: 자동검증 80.0점 × 35% + Judge 80.0점 × 65%. Judge: 차트 유형과 제목이 적절하며, 파일럿 정보는 명확히 표시됨. 그러나 5.2%와 4.8%의 수치가 차트에서 강조 문장에 포함되지 않아 자동 검증 결과에 따라 감점.",80.0,80.0,,"- PASS: 수치/파일럿 조건 #1 → 충족
- PASS: 수치/파일럿 조건 #2 → 충족
- FAIL: 수치/파일럿 조건 #3 → 누락: 5.2% / 감점 10.0
- FAIL: 수치/파일럿 조건 #4 → 누락: 4.8% / 감점 10.0","차트 유형과 제목이 적절하며, 파일럿 정보는 명확히 표시됨. 그러나 5.2%와 4.8%의 수치가 차트에서 강조 문장에 포함되지 않아 자동 검증 결과에 따라 감점.",1.9995947999996133,151,75.51529939967297,9.4580078125,
phi-4-Q4_K_L,P03,PPT,2,judge,"기술 설명 10분 발표용 PPT를 5장으로 구조화하라.
내용: 로컬 LLM이란 무엇인지, 클라우드 LLM과 차이, VRAM의 의미, 양자화의 의미, 멀티에이전트에서 모델을 역할별로 배치하는 이유.
각 장마다 제목과 발표자가 말할 핵심 2개만 작성하라.",총 5장이어야 하며 별도 표지 슬라이드는 요구하지 않음 / 각 슬라이드마다 제목과 발표자가 말할 실질적 핵심 내용 정확히 2개만 제시; 발표자 이름/역할은 핵심 내용으로 세지 않음 / 개념 순서가 자연스러움 / VRAM/양자화 설명이 정확 / 멀티에이전트 역할배치 이유 연결 / 10분 발표에 맞는 밀도,"### Slide 1: Introduction to Local LLMs
- **Title:** Understanding Local Large Language Models (LLMs)
- **Key Points:**
  - Define what a local LLM is and its basic functionality.
  - Explain the primary use cases for deploying LLMs locally.

### Slide 2: Differences Between Cloud-based and Local LLMs
- **Title:** Comparing Cloud-based and Local LLMs
- **Key Points:**
  - Highlight key differences in terms of accessibility, latency, and data privacy.
  - Discuss the cost implications and scalability between cloud-based and local deployments.

### Slide 3: Understanding VRAM (Video RAM)
- **Title:** The Role of VRAM in Machine Learning Models
- **Key Points:**
  - Define VRAM and its importance for running large models efficiently.
  - Explain how VRAM impacts the performance and capability of LLMs, especially in local environments.

### Slide 4: Quantization in Machine Learning
- **Title:** The Concept and Benefits of Model Quantization
- **Key Points:**
  - Define quantization and its purpose in machine learning models.
  - Discuss how quantization can optimize model performance by reducing memory usage and computational requirements.

### Slide 5: Role-based Model Deployment in Multi-agent Systems
- **Title:** Strategic Model Placement in Multi-agent Environments
- **Key Points:**
  - Explain the concept of multi-agent systems and why role-specific model deployment is beneficial.
  - Discuss how assigning models to specific roles can enhance efficiency, performance, and task specialization.",60.0,hybrid,"Hybrid: 자동검증 60.0점 × 45% + Judge 60.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 각 슬라이드당 핵심 내용이 4개로 요구사항(2개)을 초과하여 자동검증에서 여러 번 실패함. 개념 설명은 정확하지만, 발표 밀도와 구조적 적절성에 문제가 있음.",60.0,60.0,80.0,"- PASS: 총 5장 → 5장 (표지 0 + explicit 번호 슬라이드 5, 요구 5)
- FAIL: 슬라이드별 실질 핵심 정확히 2개 Slide 1 → 실질 핵심 4개 (요구 2) / 감점 8.0 / 최종상한 80
- FAIL: 슬라이드별 실질 핵심 정확히 2개 Slide 2 → 실질 핵심 4개 (요구 2) / 감점 8.0 / 최종상한 80
- FAIL: 슬라이드별 실질 핵심 정확히 2개 Slide 3 → 실질 핵심 4개 (요구 2) / 감점 8.0 / 최종상한 80
- FAIL: 슬라이드별 실질 핵심 정확히 2개 Slide 4 → 실질 핵심 4개 (요구 2) / 감점 8.0 / 최종상한 80
- FAIL: 슬라이드별 실질 핵심 정확히 2개 Slide 5 → 실질 핵심 4개 (요구 2) / 감점 8.0 / 최종상한 80","각 슬라이드당 핵심 내용이 4개로 요구사항(2개)을 초과하여 자동검증에서 여러 번 실패함. 개념 설명은 정확하지만, 발표 밀도와 구조적 적절성에 문제가 있음.",4.154032400008873,324,77.99650286774555,9.4580078125,
phi-4-Q4_K_L,P04,PPT,2,keywords,"제품 A/B/C의 정확도(92, 95, 89)를 한 시점에서 서로 비교하려 한다. 가장 적합한 기본 차트 유형 하나와 이유를 한 문장으로 답하라.",필수 요소: (막대 | bar) ; (비교 | 범주 | 제품),가장 적합한 기본 차트 유형은 막대 차트입니다. 이는 각 제품의 정확도 값을 명확하게 비교할 수 있게 해줍니다.,100.0,objective,필수개념 2/2,,,,,,0.8201010000047972,59,71.94235831885935,9.4580078125,
phi-4-Q4_K_L,R01,Research,1,research,"아래 자료만 사용해서 질문에 답하라. 외부 지식은 사용하지 마라.

[자료A] 2026-03-02 발표. 스마트공장 고도화 사업의 총예산은 120억원이며 신청 마감은 4월 30일이다.
[자료B] 2026-03-18 정정 공고. 총예산은 135억원으로 변경되었고 신청 마감은 5월 7일로 연장되었다.
[자료C] 2025년 유사 사업은 총예산 100억원이었다.

질문: 2026년 사업의 최신 총예산과 신청 마감일은 무엇인가? 근거 자료를 [자료X] 형식으로 표시하라.",필수 요소: (135억원 | 135 억원) ; (5월 7일 | 5월7일) ; ([자료B]) / 금지 주장: 120억원이 최신 ; 4월 30일이 최신,"2026년 사업의 최신 총예산은 135억원이며, 신청 마감일은 5월 7일입니다.

근거 자료: [자료B] 2026-03-18 정정 공고. 총예산은 135억원으로 변경되었고 신청 마감은 5월 7일로 연장되었다.",100.0,objective,필수개념 3/3,,,,,,1.484018900009687,109,73.449199332494,9.4580078125,
phi-4-Q4_K_L,R02,Research,1,research,"다음 세 자료를 근거로 결론을 3문장 이내로 작성하라.

[자료A] 장비 X의 정격소비전력은 800W이다.
[자료B] 장비 X를 2시간 연속 운전한 실측 전력 사용량은 1.42kWh였다.
[자료C] 장비 X 제조사는 정격소비전력이 실제 평균 소비전력을 의미하지 않는다고 설명한다.

질문: '2시간 사용 시 항상 1.6kWh를 소비한다'는 주장에 대해 판단하고, 반드시 근거 자료를 표시하라.",필수 요소: (항상 | 단정 | 아니다 | 수 없다) ; (1.42) ; ([자료B]) ; ([자료C]) / 금지 주장: 항상 1.6kWh가 맞다,"장비 X의 실측 전력 사용량은 2시간 연속 운전 시 1.42kWh이었으며(자료B), 제조사는 정격소비전력이 실제 평균 소비전력을 의미하지 않는다고 설명하였습니다(자료C). 따라서 '2시간 사용 시 항상 1.6kWh를 소비한다'는 주장은 장비 X의 실제 전력 사용량과 일치하지 않으며, 정확하지 않다고 판단됩니다(자료B 및 자료C).",50.0,objective,필수개념 2/4,,,,,,2.146658400000888,162,75.46612912419275,9.4580078125,
phi-4-Q4_K_L,R03,Research,2,judge,"자료를 비교하여 표가 아닌 문장으로 답하라.

[자료A] 센서 A: 측정범위 -20~80°C, 정확도 ±0.5°C, 샘플링 10Hz
[자료B] 센서 B: 측정범위 -40~125°C, 정확도 ±1.0°C, 샘플링 50Hz
[자료C] 요구조건: -30°C 환경 사용, 정확도 ±0.8°C 이내, 샘플링 20Hz 이상

센서 A/B 중 요구조건을 모두 만족하는 센서가 있는지 판단하고, 각 센서가 탈락하는 이유를 근거와 함께 설명하라.",결론은 센서 A와 B 모두 요구조건 전체를 만족하지 못한다는 것이어야 함 / 센서 A는 -30°C가 측정범위 -20~80°C 밖이고 10Hz가 요구 20Hz보다 낮다는 두 이유를 설명 / 센서 B는 범위와 샘플링은 만족하지만 정확도 ±1.0°C가 요구 ±0.8°C 이내를 만족하지 못한다고 설명 / 수치 비교 방향을 뒤집거나 탈락 센서를 적합하다고 판단하면 중대 오류,"센서 A는 요구조건을 모두 만족하지 못합니다. 먼저 측정범위 -20~80°C로 인해 -30°C 환경에서 사용할 수 없습니다. 또한 정확도 ±0.5°C는 요구조건을 충족하나, 샘플링 10Hz는 요구되는 20Hz 이상보다 낮아 탈락합니다.

센서 B는 모든 요구조건을 만족합니다. 측정범위 -40~125°C로 인해 -30°C 환경에서 사용이 가능하며, 정확도 ±1.0°C는 요구되는 ±0.8°C 이내에 해당하지 않지만, 센서 A와 B 중에서는 유일하게 샘플링 50Hz로 요구되는 20Hz 이상을 충족합니다. 따라서 센서 B가 요구조건을 모두 만족하는 것으로 판단됩니다.",40.0,hybrid,"Hybrid: 자동검증 45.0점 × 50% + Judge 45.0점 × 50%, 실패한 핵심조건 상한 40.0점. Judge: 센서 B가 요구조건을 모두 만족한다고 판단하여 중대 오류. 자동검증 결과에도 명시된 '탈락 센서를 적합하다고 판단하는 역방향 주장'에 해당",45.0,45.0,40.0,"- FAIL: 센서 비교 핵심 사실 #1 → 누락: 둘 다 | 모두 만족하는 센서가 없 | 만족하는 센서는 없 | 어느 센서도 / 감점 10.0
- PASS: 센서 비교 핵심 사실 #2 → 충족
- PASS: 센서 비교 핵심 사실 #3 → 충족
- PASS: 센서 비교 핵심 사실 #4 → 충족
- PASS: 센서 비교 핵심 사실 #5 → 충족
- PASS: 센서 비교 핵심 사실 #6 → 충족
- FAIL: 탈락 센서를 적합하다고 판단하는 역방향 주장 → 금지 주장 검출 2개 / 감점 45.0 / 최종상한 40",센서 B가 요구조건을 모두 만족한다고 판단하여 중대 오류. 자동검증 결과에도 명시된 '탈락 센서를 적합하다고 판단하는 역방향 주장'에 해당,3.501772300005541,269,76.81824429291828,9.4580078125,
phi-4-Q4_K_L,R04,Research,2,research,"아래 회의록에서 '확정된 사실'만 4개 추출하라. 추측은 포함하지 마라.

회의록:
- 시제품 2호기는 8월 14일 조립 완료.
- 온도 시험은 8월 18일 실시했고 최고 71°C 기록.
- 담당자는 냉각팬 교체가 필요할 수도 있다고 말했다.
- 다음 시험은 8월 25일로 예약됨.
- 불량 원인은 전원부일 가능성이 있다는 의견이 있었지만 아직 분석 전.
- 시험 샘플 수는 6개였다.",필수 요소: (8월 14일 | 8월14일) ; (71) ; (8월 25일 | 8월25일) ; (6개 | 6 개) / 금지 주장: 전원부가 원인이다 ; 냉각팬 교체가 필요하다,"1. 시제품 2호기는 8월 14일 조립 완료되었습니다.
2. 온도 시험은 8월 18일 실시되었고, 최고 71°C 기록되었습니다.
3. 다음 시험은 8월 25일로 예약되어 있습니다.
4. 시험 샘플 수는 6개였습니다.",100.0,objective,필수개념 4/4,,,,,,1.5287128000054508,112,73.2642521208697,9.4580078125,
phi-4-Q4_K_L,W01,Writer,1,judge,"다음 내용을 대학 과제 보고서의 '요약' 문단으로 180~230자에 작성하라.
- 스마트팩토리 센서 데이터를 활용
- 목표: 설비 이상 조기 탐지
- 3개월 파일럿
- 오탐률 7%, 미탐률 3%
- 아직 한 개 라인에서만 검증
- 향후 다른 라인 검증 필요
과장된 표현은 금지한다.",핵심 수치와 기간을 정확히 포함 / 한 개 라인 한계를 명시 / 향후 검증 필요성 / 보고서 문체 / 분량 및 과장 억제,"본 보고서는 스마트팩토리 센서 데이터를 활용하여 설비 이상을 조기 탐지하는 시스템의 3개월 파일럿 결과를 제시합니다. 현재 한 개 라인에서만 검증되었으나, 오탐률은 7%, 미탐률은 3%로 운영 중입니다. 이 시스템의 효과성을 보다 확실하게 평가하기 위해 다른 생산 라인에서도 검증이 필요합니다.",62.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 62.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 필수 사실 중 '다른 라인'과 '향후 검증 필요'가 명시되지 않아 감점. 자동검증 결과에 따라 필수 항목 누락으로 인해 점수가 낮음.",62.0,62.0,80.0,"- FAIL: 180~230자 → 164자 (요구 180~230) / 감점 30.0 / 최종상한 80
- PASS: 필수 사실 보존 #1 → 충족
- PASS: 필수 사실 보존 #2 → 충족
- PASS: 필수 사실 보존 #3 → 충족
- PASS: 필수 사실 보존 #4 → 충족
- FAIL: 필수 사실 보존 #5 → 누락: 다른 라인 | 향후 / 감점 8.0",필수 사실 중 '다른 라인'과 '향후 검증 필요'가 명시되지 않아 감점. 자동검증 결과에 따라 필수 항목 누락으로 인해 점수가 낮음.,1.9739445000013802,149,75.48337858531272,9.4580078125,
phi-4-Q4_K_L,W02,Writer,1,judge,"다음 문장을 비전공 대학 1학년도 이해할 수 있게 3문장으로 바꿔라.
'벡터 데이터베이스는 고차원 임베딩 공간에서 근사 최근접 이웃 탐색을 수행하여 의미론적으로 유사한 문서를 검색한다.'
전문용어를 쓰더라도 바로 풀어서 설명하라.",의미를 훼손하지 않음 / 벡터/임베딩/유사 검색을 쉽게 설명 / 정확히 3문장에 가깝게 준수 / 비전공자 친화적 / 불필요한 기술 과장 없음,"벡터 데이터베이스는 컴퓨터가 많은 정보를 저장하고 찾을 수 있게 도와주는 시스템입니다. 이 시스템은 문서나 정보들을 공간에 표현한 것처럼 생각할 수 있는데, 각 문서는 그 공간에서의 위치를 가지고 있습니다. 벡터 데이터베이스는 이러한 위치를 기반으로 유사한 내용을 가진 문서들을 찾아주며, 이는 정보 검색에 매우 유용합니다. 예를 들어, 당신이 특정 주제의 글을 찾고 싶다면, 벡터 데이터베이스는 그와 가장 비슷한 다른 문서들을 빠르게 찾아줄 수 있습니다.",70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 4문장으로 구성되어 자동검증에서 FAIL 처리됨. 의미 전달은 잘 하지만 문장 수 준수를 위반해 감점.",70.0,70.0,80.0,- FAIL: 정확히 3문장 → 4문장 (요구 3) / 감점 30.0 / 최종상한 80,4문장으로 구성되어 자동검증에서 FAIL 처리됨. 의미 전달은 잘 하지만 문장 수 준수를 위반해 감점.,2.7796805999969365,216,77.70676961958797,9.4580078125,
